59.930356,30.318275,126,0.00,0.01,1330789063134,
59.930356,30.318275,126,0.00,0.01,1330789064101,
59.930356,30.318275,126,0.00,0.01,1330789065100,
59.930356,30.318275,126,0.00,0.01,1330789066112,
59.930356,30.318275,121,0.00,0.01,1330789067111,
59.930356,30.318275,114,0.00,0.01,1330789068135,
59.930356,30.318275,112,0.00,0.01,1330789069098,
59.930356,30.318275,112,0.00,0.01,1330789070106,
59.930356,30.318275,112,0.00,0.01,1330789071104,
59.930356,30.318275,112,0.00,0.01,1330789072106,
59.930356,30.318275,112,0.00,0.01,1330789073115,
59.930356,30.318275,112,0.00,0.01,1330789074115,
59.930356,30.318275,109,0.00,0.01,1330789075096,
59.930356,30.318275,109,0.00,0.01,1330789076091,
59.930356,30.318275,111,0.00,0.01,1330789077098,
59.930338,30.318320,119,0.39,0.01,1330789078090,
59.930338,30.318320,118,0.00,0.01,1330789079112,
59.930338,30.318320,113,0.00,0.01,1330789080104,
59.930338,30.318320,113,0.00,0.01,1330789081093,
59.930338,30.318320,113,0.00,0.01,1330789082092,
59.930338,30.318320,113,0.00,0.01,1330789083094,
59.930338,30.318320,112,0.00,0.01,1330789084098,
59.930338,30.318320,112,0.00,0.01,1330789085095,
59.930338,30.318320,116,0.00,0.01,1330789086090,
59.930338,30.318320,118,0.00,0.02,1330789087093,
59.930312,30.318265,117,0.45,0.02,1330789088097,
59.930289,30.318231,117,1.12,0.02,1330789089090,
59.930267,30.318201,113,1.81,0.03,1330789090108,
59.930247,30.318160,112,2.67,0.03,1330789091094,
59.930228,30.318118,112,3.45,0.03,1330789092105,
59.930209,30.318044,106,4.19,0.04,1330789093123,
59.930192,30.317969,96,5.13,0.04,1330789094110,
59.930179,30.317888,96,5.98,0.05,1330789095094,
59.930168,30.317791,97,6.72,0.06,1330789096127,
59.930155,30.317668,97,7.38,0.07,1330789097090,
59.930126,30.317528,97,8.66,0.07,1330789098097,
59.930099,30.317425,97,9.66,0.08,1330789099097,
59.930072,30.317320,98,10.49,0.08,1330789100106,
59.930052,30.317232,106,10.92,0.09,1330789101097,
59.930030,30.317139,104,11.42,0.10,1330789102091,
59.930004,30.317039,104,11.88,0.10,1330789103098,
59.929980,30.316950,121,12.40,0.11,1330789104114,
59.929956,30.316871,122,12.85,0.11,1330789105102,
59.929919,30.316793,118,13.48,0.12,1330789106111,
59.929879,30.316714,116,14.08,0.12,1330789107092,
59.929840,30.316635,119,14.65,0.13,1330789108100,
59.929796,30.316540,119,15.37,0.14,1330789109106,
59.929749,30.316439,123,16.23,0.15,1330789110094,
59.929697,30.316329,131,17.01,0.16,1330789111105,
59.929632,30.316225,133,18.09,0.17,1330789112101,
59.929554,30.316122,133,19.66,0.18,1330789113303,
59.929476,30.316020,133,33.80,0.19,1330789114180,
59.929397,30.315916,126,34.40,0.20,1330789115197,
59.929317,30.315815,126,35.08,0.21,1330789116181,
59.929241,30.315722,126,33.14,0.22,1330789117163,
59.929165,30.315632,126,32.77,0.23,1330789118172,
59.929088,30.315544,135,31.80,0.24,1330789119192,
59.929018,30.315459,138,31.23,0.25,1330789120180,
59.928949,30.315379,138,29.69,0.26,1330789121172,
59.928877,30.315299,137,29.69,0.26,1330789122172,
59.928825,30.315239,136,19.37,0.27,1330789123180,
59.928780,30.315180,135,17.54,0.28,1330789124178,
59.928732,30.315118,127,17.54,0.28,1330789125169,
59.928679,30.315084,130,20.91,0.29,1330789126169,
59.928619,30.315050,152,21.91,0.30,1330789127208,
59.928556,30.315020,146,21.91,0.30,1330789128242,
59.928494,30.315001,146,22.94,0.31,1330789129173,
59.928439,30.314996,146,21.53,0.31,1330789130180,
59.928389,30.314996,146,19.95,0.32,1330789131182,
59.928345,30.314994,140,19.95,0.32,1330789132169,
59.928296,30.314977,141,22.05,0.33,1330789133189,
59.928244,30.314958,141,21.95,0.34,1330789134189,
59.928185,30.314937,148,23.70,0.34,1330789135194,
59.928132,30.314919,150,20.80,0.35,1330789136165,
59.928083,30.314901,150,19.70,0.35,1330789137175,
59.928035,30.314883,145,19.70,0.36,1330789138239,
59.927985,30.314864,135,20.24,0.37,1330789139167,
59.927938,30.314844,137,19.18,0.37,1330789140174,
