59.928103,30.315423,255,0.00,0.02,27,
59.928103,30.315423,255,0.00,0.02,43,
59.928103,30.315423,255,0.00,0.02,75,
59.928103,30.315423,255,0.00,0.02,109,
59.928103,30.315423,257,0.00,0.02,142,
59.928103,30.315423,257,0.00,0.02,176,
59.928103,30.315423,257,0.00,0.02,208,
59.928103,30.315423,257,0.00,0.02,243,
59.928103,30.315423,257,0.00,0.02,278,
59.928103,30.315423,257,0.00,0.02,309,
59.928103,30.315423,257,0.00,0.02,342,
59.928103,30.315423,258,0.00,0.02,376,
59.928103,30.315423,258,0.00,0.02,409,
59.928103,30.315423,258,0.00,0.02,442,
59.928103,30.315423,258,0.00,0.02,476,
59.928103,30.315423,258,0.00,0.02,510,
59.928103,30.315423,258,0.00,0.02,542,
59.928103,30.315423,258,0.00,0.02,577,
59.928103,30.315423,258,0.00,0.02,609,
59.928103,30.315423,257,0.00,0.02,642,
59.928103,30.315423,257,0.00,0.02,675,
59.928103,30.315423,257,0.00,0.02,708,
59.928103,30.315423,257,0.00,0.02,742,
59.928103,30.315423,257,0.00,0.02,775,
59.928103,30.315423,257,0.00,0.02,809,
59.928103,30.315423,257,0.00,0.02,842,
59.928103,30.315423,257,0.00,0.02,876,
59.928103,30.315423,257,0.00,0.02,909,
59.928103,30.315423,257,0.00,0.02,943,
59.928103,30.315423,257,0.00,0.02,975,
59.928103,30.315423,257,0.00,0.02,1010,
59.928103,30.315423,257,0.00,0.02,1043,
59.928103,30.315423,257,0.00,0.02,1075,
59.928103,30.315423,257,0.00,0.02,1109,
59.928103,30.315423,257,0.00,0.02,1142,
59.928103,30.315423,257,0.00,0.02,1176,
59.928103,30.315423,257,0.00,0.02,1209,
59.928103,30.315423,257,0.00,0.02,1243,
59.928103,30.315423,257,0.00,0.02,1276,
59.928103,30.315423,257,0.00,0.02,1309,
59.928103,30.315423,257,0.00,0.02,1343,
59.928103,30.315423,257,0.00,0.02,1377,
59.928103,30.315423,257,0.00,0.02,1409,
59.928103,30.315423,257,0.00,0.02,1442,
59.928103,30.315423,257,0.00,0.02,1475,
59.928103,30.315423,257,0.00,0.02,1509,
59.928103,30.315423,257,0.00,0.02,1542,
59.928103,30.315423,257,0.00,0.02,1575,
59.928103,30.315423,257,0.00,0.02,1609,
59.928103,30.315423,257,0.00,0.02,1642,
59.928103,30.315423,257,0.00,0.02,1675,
59.928103,30.315423,257,0.00,0.02,1709,
59.928103,30.315423,257,0.00,0.02,1742,
59.928103,30.315423,257,0.00,0.02,1775,
59.928103,30.315423,257,0.00,0.02,1809,
59.928103,30.315423,257,0.00,0.02,1842,
59.928103,30.315423,257,0.00,0.02,1875,
59.928103,30.315423,257,0.00,0.02,1909,
59.928103,30.315423,257,0.00,0.02,1943,
59.928103,30.315423,257,0.00,0.02,1975,
59.928103,30.315423,257,0.00,0.02,2008,
59.928103,30.315423,257,0.00,0.02,2042,
59.928103,30.315423,257,0.00,0.02,2076,
59.928103,30.315423,257,0.00,0.02,2109,
59.928103,30.315423,257,0.00,0.02,2143,
59.928103,30.315423,257,0.00,0.02,2175,
59.928103,30.315423,259,0.00,0.02,2209,
59.928103,30.315423,262,0.00,0.02,2243,
59.928103,30.315423,262,0.00,0.02,2275,
59.928103,30.315423,267,0.00,0.02,2308,
59.928103,30.315423,275,0.00,0.02,2343,
59.928103,30.315423,312,0.00,0.02,2377,
59.928103,30.315423,312,0.00,0.02,2409,
59.928103,30.315423,337,0.00,0.02,2442,
59.928103,30.315423,345,0.00,0.02,2476,
59.928103,30.315423,351,0.00,0.02,2509,
59.928103,30.315423,356,0.00,0.02,2542,
59.928103,30.315423,0,0.00,0.02,2576,
59.928103,30.315423,4,0.00,0.02,2609,
59.928103,30.315423,13,0.00,0.02,2642,
59.928103,30.315423,15,0.00,0.02,2675,
59.928103,30.315423,17,0.00,0.02,2709,
59.928103,30.315423,19,0.00,0.02,2742,
59.928103,30.315423,21,0.00,0.02,2775,
59.928103,30.315423,23,0.00,0.02,2809,
59.928103,30.315423,25,0.00,0.02,2842,
59.928103,30.315423,27,0.00,0.02,2876,
59.928148,30.315453,30,0.00,0.02,2909,
59.928148,30.315453,32,0.00,0.02,2943,
59.928148,30.315453,33,0.00,0.02,2975,
59.928148,30.315453,33,0.00,0.02,3010,
59.928148,30.315453,33,0.00,0.02,3042,
59.928148,30.315453,33,0.00,0.02,3075,
59.928148,30.315453,33,0.00,0.02,3109,
59.928148,30.315453,33,0.00,0.02,3142,
59.928148,30.315453,33,0.00,0.02,3175,
59.928148,30.315453,33,0.00,0.02,3209,
59.928148,30.315453,33,0.00,0.02,3243,
59.928148,30.315453,33,0.00,0.02,3275,
59.928148,30.315453,33,0.00,0.02,3309,
59.928148,30.315453,33,0.00,0.02,3343,
59.928148,30.315453,33,0.00,0.02,3376,
59.928148,30.315453,33,0.00,0.02,3408,
59.928148,30.315453,33,0.00,0.02,3442,
59.928148,30.315453,33,0.00,0.02,3475,
59.928148,30.315453,33,0.00,0.02,3509,
59.928148,30.315453,33,0.00,0.02,3542,
59.928148,30.315453,33,0.00,0.02,3576,
59.928148,30.315453,33,0.00,0.02,3609,
59.928148,30.315453,33,0.00,0.02,3642,
59.928148,30.315453,33,0.00,0.02,3676,
59.928148,30.315453,33,0.00,0.02,3709,
59.928148,30.315453,33,0.00,0.02,3742,
59.928148,30.315453,33,0.00,0.02,3775,
59.928148,30.315453,33,0.00,0.02,3809,
59.928148,30.315453,33,0.00,0.02,3842,
59.928148,30.315453,33,0.00,0.02,3876,
